vote_average,revenue_average,count,genre,year,month,day,date
6.7,0.0,1,War,1964,9,1,1964-09
7.4,0.0,1,History,1964,9,1,1964-09
6.65,62440531.0,2,Adventure,1964,9,1,1964-09
6.8,0.0,2,Adventure,1964,10,1,1964-10
7.025,18017682.75,4,Drama,1964,10,1,1964-10
6.875,0.0,4,Comedy,1964,10,1,1964-10
7.2,0.0,1,Action,1964,10,1,1964-10
6.7,0.0,1,Crime,1964,10,1,1964-10
6.25,0.0,2,Horror,1964,10,1,1964-10
6.566666666666666,0.0,3,Comedy,1964,11,1,1964-11
6.95,0.0,2,Drama,1964,11,1,1964-11
6.2,0.0,1,Thriller,1964,11,1,1964-11
7.5,0.0,1,Documentary,1964,11,1,1964-11
7.6,0.0,1,Horror,1964,11,1,1964-11
6.7,0.0,1,Comedy,1964,12,1,1964-12
6.35,0.0,2,Action,1964,12,1,1964-12
7.425,0.0,4,Drama,1964,12,1,1964-12
6.4,0.0,2,Horror,1964,12,1,1964-12
7.0,0.0,1,Crime,1964,12,1,1964-12
7.733333333333334,0.0,3,Animation,1964,12,1,1964-12
6.65,0.0,2,Adventure,1964,12,1,1964-12
7.38,0.0,5,Drama,1965,1,1,1965-01
6.199999999999999,0.0,2,Comedy,1965,1,1,1965-01
7.5,0.0,1,Crime,1965,1,1,1965-01
6.8,0.0,1,Action,1965,2,1,1965-02
7.333333333333333,0.0,3,Comedy,1965,2,1,1965-02
7.0200000000000005,3094666.6,5,Drama,1965,2,1,1965-02
6.95,143107143.0,2,Drama,1965,3,1,1965-03
7.3,0.0,1,Comedy,1965,3,1,1965-03
6.8,0.0,1,Thriller,1965,3,1,1965-03
6.5,0.0,1,Music,1965,4,1,1965-04
7.25,0.0,2,Comedy,1965,4,1,1965-04
6.3,0.0,1,Action,1965,4,1,1965-04
7.266666666666667,0.0,3,Drama,1965,4,1,1965-04
6.35,7436.5,2,War,1965,4,1,1965-04
8.0,0.0,1,War,1965,5,1,1965-05
6.75,0.0,2,Comedy,1965,5,1,1965-05
7.0,0.0,1,Romance,1965,5,1,1965-05
6.8,0.0,1,Drama,1965,5,1,1965-05
7.9,0.0,1,Documentary,1965,5,1,1965-05
6.8999999999999995,0.0,6,Drama,1965,6,1,1965-06
6.7,7487500.0,4,Action,1965,6,1,1965-06
6.9,0.0,1,Mystery,1965,6,1,1965-06
6.6000000000000005,6888889.0,3,Comedy,1965,6,1,1965-06
6.1,0.0,1,Western,1965,6,1,1965-06
6.7,0.0,4,Comedy,1965,7,1,1965-07
7.9,0.0,1,War,1965,7,1,1965-07
7.0,0.0,1,Crime,1965,7,1,1965-07
7.0,0.0,1,Horror,1965,7,1,1965-07
6.949999999999999,0.0,2,Mystery,1965,7,1,1965-07
8.5,0.0,1,Action,1965,7,1,1965-07
7.2,25333333.0,1,Adventure,1965,7,1,1965-07
7.033333333333334,0.0,3,Drama,1965,8,1,1965-08
6.3,0.0,1,Western,1965,8,1,1965-08
6.1,0.0,1,Science Fiction,1965,8,1,1965-08
6.5,0.0,1,Action,1965,8,1,1965-08
7.3,0.0,1,Action,1965,9,1,1965-09
7.7250000000000005,0.0,4,Drama,1965,9,1,1965-09
6.5,0.0,1,Crime,1965,9,1,1965-09
8.0,0.0,1,Documentary,1965,9,1,1965-09
6.2,0.0,1,Science Fiction,1965,9,1,1965-09
7.2,0.0,1,Comedy,1965,9,1,1965-09
6.5,0.0,1,Adventure,1965,9,1,1965-09
7.2125,1907500.0,8,Drama,1965,10,1,1965-10
7.0,0.0,1,Documentary,1965,10,1,1965-10
6.659999999999999,0.0,5,Comedy,1965,10,1,1965-10
6.9,0.0,2,Adventure,1965,10,1,1965-10
7.0,0.0,1,Action,1965,10,1,1965-10
6.4,0.0,1,Crime,1965,10,1,1965-10
6.6,0.0,1,Thriller,1965,10,1,1965-10
8.3,0.0,1,War,1965,11,1,1965-11
8.166666666666666,0.0,3,Drama,1965,11,1,1965-11
6.1,0.0,1,Comedy,1965,11,1,1965-11
6.9,0.0,1,Crime,1965,11,1,1965-11
7.8,0.0,1,Science Fiction,1965,11,1,1965-11
8.0,0.0,1,Thriller,1965,11,1,1965-11
7.014285714285714,16950051.85714286,7,Drama,1965,12,1,1965-12
7.4,7500000.0,2,Western,1965,12,1,1965-12
7.5,0.0,1,Animation,1965,12,1,1965-12
6.6375,0.0,8,Comedy,1965,12,1,1965-12
6.75,70597829.0,2,Adventure,1965,12,1,1965-12
6.800000000000001,0.0,2,Romance,1965,12,1,1965-12
7.1,0.0,1,Documentary,1965,12,1,1965-12
6.628571428571428,0.0,7,Comedy,1966,1,1,1966-01
7.2,0.0,1,Mystery,1966,1,1,1966-01
6.2,0.0,1,Science Fiction,1966,1,1,1966-01
6.4,0.0,1,Family,1966,1,1,1966-01
7.5,0.0,1,Documentary,1966,1,1,1966-01
7.316666666666666,0.0,6,Drama,1966,1,1,1966-01
7.8,0.0,1,Animation,1966,1,1,1966-01
6.3,0.0,1,Adventure,1966,1,1,1966-01
6.1,364937.0,1,Horror,1966,1,1,1966-01
6.7,0.0,1,Thriller,1966,1,1,1966-01
7.3,0.0,1,Action,1966,1,1,1966-01
6.633333333333333,0.0,3,Thriller,1966,2,1,1966-02
6.8,9439374.666666666,3,Action,1966,2,1,1966-02
6.35,0.0,2,Comedy,1966,2,1,1966-02
7.7,0.0,1,Documentary,1966,2,1,1966-02
6.966666666666666,0.0,3,Drama,1966,3,1,1966-03
6.8,0.0,1,History,1966,3,1,1966-03
7.5,0.0,1,War,1966,3,1,1966-03
6.5,0.0,1,Action,1966,3,1,1966-03
6.533333333333334,0.0,3,Comedy,1966,3,1,1966-03
7.1,17277.0,1,Action,1966,4,1,1966-04
7.2,657115.0,2,Adventure,1966,4,1,1966-04
7.4,0.0,1,Crime,1966,4,1,1966-04
7.533333333333334,0.0,3,Drama,1966,4,1,1966-04
6.3,0.0,1,Fantasy,1966,4,1,1966-04
6.6,0.0,2,Comedy,1966,5,1,1966-05
7.699999999999999,19694.0,2,Drama,1966,5,1,1966-05
8.5,0.0,1,Adventure,1966,5,1,1966-05
7.55,16868344.5,2,Drama,1966,6,1,1966-06
6.6,0.0,1,War,1966,6,1,1966-06
6.5,0.0,1,Family,1966,6,1,1966-06
6.8,0.0,2,Comedy,1966,6,1,1966-06
7.8,0.0,1,Documentary,1966,6,1,1966-06
6.866666666666667,0.0,3,Action,1966,6,1,1966-06
7.25,0.0,2,Comedy,1966,7,1,1966-07
6.3,0.0,1,Adventure,1966,7,1,1966-07
6.4,13000000.0,1,Mystery,1966,7,1,1966-07
6.766666666666667,0.0,3,Drama,1966,7,1,1966-07
6.8,0.0,1,Crime,1966,7,1,1966-07
6.6,0.0,1,Horror,1966,7,1,1966-07
6.3,0.0,1,Action,1966,7,1,1966-07
6.7,4000000.0,3,Adventure,1966,8,1,1966-08
6.449999999999999,0.0,2,Comedy,1966,8,1,1966-08
7.0,0.0,5,Drama,1966,8,1,1966-08
8.0,0.0,1,Action,1966,8,1,1966-08
6.1,0.0,1,Crime,1966,8,1,1966-08
6.85,0.0,2,Western,1966,8,1,1966-08
6.6,0.0,2,Action,1966,9,1,1966-09
6.6,0.0,1,Unknown,1966,9,1,1966-09
6.5,0.0,1,Comedy,1966,9,1,1966-09
6.8999999999999995,153591.33333333334,6,Drama,1966,9,1,1966-09
6.8999999999999995,11520740.666666666,3,Drama,1966,10,1,1966-10
7.3,0.0,1,Family,1966,10,1,1966-10
6.666666666666667,0.0,3,Comedy,1966,10,1,1966-10
7.0,0.0,1,Romance,1966,10,1,1966-10
7.25,0.0,2,War,1966,10,1,1966-10
6.25,0.0,2,Western,1966,10,1,1966-10
7.1,0.0,1,Mystery,1966,10,1,1966-10
6.866666666666667,0.0,3,Action,1966,10,1,1966-10
7.4,0.0,2,Drama,1966,11,1,1966-11
7.033333333333334,0.0,3,Comedy,1966,11,1,1966-11
6.859999999999999,0.0,5,Action,1966,11,1,1966-11
6.7,0.0,1,Unknown,1966,11,1,1966-11
7.2,0.0,1,Animation,1966,12,1,1966-12
7.279999999999999,0.0,5,Comedy,1966,12,1,1966-12
6.1,0.0,1,Thriller,1966,12,1,1966-12
7.25,3543750.0,8,Drama,1966,12,1,1966-12
7.65,6000000.0,2,Western,1966,12,1,1966-12
6.6,5000000.0,4,Action,1966,12,1,1966-12
6.75,0.0,4,Comedy,1967,1,1,1967-01
7.3,0.0,1,Western,1967,1,1,1967-01
6.7,0.0,1,Action,1967,1,1,1967-01
6.8,0.0,1,Adventure,1967,1,1,1967-01
7.6,0.0,2,Documentary,1967,1,1,1967-01
6.433333333333334,0.0,3,Drama,1967,1,1,1967-01
6.2,0.0,1,Adventure,1967,2,1,1967-02
7.0,0.0,1,Unknown,1967,2,1,1967-02
6.7,0.0,2,Drama,1967,2,1,1967-02
6.65,0.0,2,Comedy,1967,2,1,1967-02
6.733333333333333,0.0,3,Action,1967,2,1,1967-02
10.0,0.0,1,Romance,1967,2,1,1967-02
6.466666666666666,4000000.0,3,Action,1967,3,1,1967-03
6.4,0.0,1,Science Fiction,1967,3,1,1967-03
6.5,0.0,1,Horror,1967,3,1,1967-03
7.0,0.0,1,Adventure,1967,3,1,1967-03
6.95,0.0,4,Drama,1967,3,1,1967-03
6.716666666666666,0.0,6,Comedy,1967,3,1,1967-03
6.5,0.0,2,Western,1967,3,1,1967-03
7.5,0.0,1,Music,1967,3,1,1967-03
6.65,800000.0,2,Comedy,1967,4,1,1967-04
7.5,0.0,1,Drama,1967,4,1,1967-04
6.4,0.0,1,Romance,1967,4,1,1967-04
6.4,20872359.0,2,Adventure,1967,4,1,1967-04
6.8,3000000.0,2,Western,1967,5,1,1967-05
7.9,0.0,1,Romance,1967,5,1,1967-05
7.0,0.0,1,Unknown,1967,5,1,1967-05
6.3,0.0,1,Crime,1967,5,1,1967-05
6.8,0.0,2,Drama,1967,5,1,1967-05
7.5,0.0,1,Documentary,1967,5,1,1967-05
7.5,0.0,1,War,1967,5,1,1967-05
6.9,0.0,1,Comedy,1967,5,1,1967-05
7.133333333333333,52294929.0,3,Action,1967,6,1,1967-06
7.7,16217773.0,1,Crime,1967,6,1,1967-06
6.9,0.0,2,Adventure,1967,6,1,1967-06
7.15,0.0,4,Drama,1967,6,1,1967-06
7.0,0.0,1,Animation,1967,6,1,1967-06
6.2,0.0,1,Horror,1967,6,1,1967-06
6.4,0.0,2,Comedy,1967,6,1,1967-06
6.949999999999999,0.0,2,Drama,1967,7,1,1967-07
7.6,50700000.0,1,Crime,1967,7,1,1967-07
7.1,0.0,1,Documentary,1967,7,1,1967-07
6.7,0.0,1,Unknown,1967,7,1,1967-07
7.0,0.0,1,Romance,1967,7,1,1967-07
6.8,0.0,1,Action,1967,7,1,1967-07
6.1,0.0,1,Comedy,1967,7,1,1967-07
6.933333333333334,0.0,3,Drama,1967,8,1,1967-08
7.5,27379978.0,1,Crime,1967,8,1,1967-08
6.9,0.0,1,Western,1967,8,1,1967-08
6.75,1600000.0,2,Action,1967,8,1,1967-08
7.050000000000001,15428.5,2,Comedy,1967,8,1,1967-08
6.5,0.0,1,Adventure,1967,9,1,1967-09
7.1000000000000005,0.0,3,Drama,1967,9,1,1967-09
6.5,0.0,1,Thriller,1967,9,1,1967-09
7.55,0.0,2,Documentary,1967,9,1,1967-09
7.44,0.0,5,Comedy,1967,9,1,1967-09
7.2,0.0,1,Drama,1967,10,1,1967-10
6.4,0.0,1,Adventure,1967,10,1,1967-10
6.2,0.0,1,Crime,1967,10,1,1967-10
6.199999999999999,0.0,2,Thriller,1967,10,1,1967-10
6.6,0.0,2,Action,1967,10,1,1967-10
7.5,11000000.0,1,Horror,1967,10,1,1967-10
6.3,0.0,1,Mystery,1967,10,1,1967-10
7.35,0.0,4,Drama,1967,11,1,1967-11
7.3,0.0,1,Comedy,1967,11,1,1967-11
6.2,0.0,1,Horror,1967,11,1,1967-11
7.1,0.0,1,Western,1967,11,1,1967-11
7.3,0.0,2,Romance,1967,11,1,1967-11
6.4,0.0,1,Romance,1967,12,1,1967-12
6.35,0.0,2,Western,1967,12,1,1967-12
7.1,0.0,1,Mystery,1967,12,1,1967-12
7.325,26236326.25,4,Drama,1967,12,1,1967-12
6.4,0.0,1,Family,1967,12,1,1967-12
7.4,13007551.0,1,Crime,1967,12,1,1967-12
7.183333333333334,9444444.5,6,Comedy,1967,12,1,1967-12
6.699999999999999,0.0,2,Action,1967,12,1,1967-12
8.0,0.0,1,Unknown,1967,12,1,1967-12
6.7,50000000.0,1,Music,1967,12,1,1967-12
6.1,0.0,1,Adventure,1967,12,1,1967-12
6.6,0.0,1,Music,1968,1,1,1968-01
6.5,0.0,1,TV Movie,1968,1,1,1968-01
7.0,0.0,1,Romance,1968,1,1,1968-01
6.699999999999999,0.0,2,Adventure,1968,1,1,1968-01
6.8,0.0,6,Drama,1968,1,1,1968-01
6.8,0.0,1,Fantasy,1968,1,1,1968-01
6.6,0.0,2,Comedy,1968,1,1,1968-01
6.5,0.0,3,Action,1968,1,1,1968-01
7.5,0.0,1,Action,1968,2,1,1968-02
7.5,33395426.0,1,Science Fiction,1968,2,1,1968-02
7.7,0.0,1,Unknown,1968,2,1,1968-02
6.85,0.0,2,Drama,1968,2,1,1968-02
6.9,0.0,1,Fantasy,1968,2,1,1968-02
7.166666666666667,14842411.333333334,3,Comedy,1968,2,1,1968-02
7.2,0.0,1,Horror,1968,2,1,1968-02
6.3,0.0,1,Comedy,1968,3,1,1968-03
6.4,0.0,1,Documentary,1968,3,1,1968-03
7.0,0.0,2,Drama,1968,3,1,1968-03
7.3,0.0,1,Western,1968,3,1,1968-03
6.699999999999999,0.0,2,Action,1968,3,1,1968-03
7.3,44566.0,1,Mystery,1968,3,1,1968-03
6.1,0.0,1,Western,1968,4,1,1968-04
7.1,34350000.0,2,Science Fiction,1968,4,1,1968-04
7.5,0.0,1,Thriller,1968,4,1,1968-04
7.9,0.0,1,Adventure,1968,4,1,1968-04
7.133333333333333,12967072.666666666,3,Drama,1968,4,1,1968-04
7.5,0.0,1,Foreign,1968,4,1,1968-04
6.75,0.0,2,Comedy,1968,4,1,1968-04
6.4,0.0,2,Action,1968,4,1,1968-04
6.4,0.0,1,Horror,1968,4,1,1968-04
6.9,0.0,1,Documentary,1968,5,1,1968-05
6.7,0.0,1,Comedy,1968,5,1,1968-05
6.933333333333334,0.0,6,Drama,1968,5,1,1968-05
6.55,0.0,2,Thriller,1968,5,1,1968-05
6.4,0.0,1,War,1968,5,1,1968-05
7.0,0.0,2,Action,1968,5,1,1968-05
6.1,0.0,1,Music,1968,6,1,1968-06
6.8,0.0,1,Drama,1968,6,1,1968-06
7.8,0.0,1,Mystery,1968,6,1,1968-06
8.75,16697713.0,2,Horror,1968,6,1,1968-06
6.2,12000000.0,1,Western,1968,6,1,1968-06
7.3,0.0,1,TV Movie,1968,6,1,1968-06
6.65,0.0,2,Action,1968,6,1,1968-06
7.3,0.0,1,Romance,1968,7,1,1968-07
6.75,0.0,2,Animation,1968,7,1,1968-07
6.8,0.0,1,Crime,1968,7,1,1968-07
6.85,0.0,2,Drama,1968,7,1,1968-07
6.35,0.0,2,Comedy,1968,7,1,1968-07
6.7,6800000.0,1,Western,1968,7,1,1968-07
7.233333333333333,0.0,3,Horror,1968,7,1,1968-07
7.0,0.0,1,Foreign,1968,8,1,1968-08
7.0,0.0,2,Drama,1968,8,1,1968-08
6.95,0.0,2,Action,1968,8,1,1968-08
6.1,0.0,1,Adventure,1968,8,1,1968-08
8.8,0.0,1,War,1968,8,1,1968-08
7.075,0.0,4,Comedy,1968,8,1,1968-08
6.4,0.0,1,Crime,1968,8,1,1968-08
7.2,0.0,1,Horror,1968,8,1,1968-08
8.0,0.0,1,Crime,1968,9,1,1968-09
6.8,0.0,1,Horror,1968,9,1,1968-09
6.6,22406545.75,4,Drama,1968,9,1,1968-09
6.8,0.0,1,Mystery,1968,9,1,1968-09
6.4,0.0,1,Animation,1968,9,1,1968-09
7.6,0.0,1,War,1968,9,1,1968-09
6.35,0.0,2,Comedy,1968,9,1,1968-09
6.375,11352718.25,4,Action,1968,10,1,1968-10
7.5,30000000.0,1,Horror,1968,10,1,1968-10
6.7,0.0,2,Drama,1968,10,1,1968-10
6.3,0.0,1,Unknown,1968,10,1,1968-10
6.5,0.0,1,Family,1968,10,1,1968-10
6.7,0.0,1,Crime,1968,10,1,1968-10
6.833333333333333,0.0,3,Comedy,1968,10,1,1968-10
7.8,0.0,1,Documentary,1968,10,1,1968-10
7.1,0.0,2,Comedy,1968,11,1,1968-11
7.05,0.0,4,Drama,1968,11,1,1968-11
6.6,0.0,1,Mystery,1968,11,1,1968-11
6.9,0.0,1,Adventure,1968,11,1,1968-11
6.8,0.0,1,Horror,1968,11,1,1968-11
6.2,0.0,1,Action,1968,11,1,1968-11
6.5,0.0,1,Documentary,1968,11,1,1968-11
6.4,0.0,1,Music,1968,11,1,1968-11
7.05,1200000.0,2,Action,1968,12,1,1968-12
7.1000000000000005,1773836.0,3,Western,1968,12,1,1968-12
6.6,0.0,1,Mystery,1968,12,1,1968-12
6.8,0.0,1,Music,1968,12,1,1968-12
7.06,100000.0,5,Drama,1968,12,1,1968-12
6.9,0.0,1,Family,1968,12,1,1968-12
8.5,0.0,1,Romance,1968,12,1,1968-12
9.3,0.0,1,Unknown,1968,12,1,1968-12
7.4,21000000.0,1,Adventure,1968,12,1,1968-12
6.1,0.0,1,Animation,1968,12,1,1968-12
5.3,0.0,1,Fantasy,1968,12,1,1968-12
7.2,0.0,1,Documentary,1968,12,1,1968-12
7.0,0.0,1,Foreign,1968,12,1,1968-12
7.449999999999999,0.0,2,Comedy,1968,12,1,1968-12
10.0,0.0,1,Unknown,1969,1,1,1969-01
6.5,0.0,1,Animation,1969,1,1,1969-01
6.1,0.0,1,Family,1969,1,1,1969-01
10.0,0.0,1,Fantasy,1969,1,1,1969-01
6.2,0.0,1,Foreign,1969,1,1,1969-01
6.3,10000000.0,2,Comedy,1969,1,1,1969-01
6.449999999999999,0.0,2,Adventure,1969,1,1,1969-01
9.0,0.0,1,Romance,1969,1,1,1969-01
6.65,0.0,2,Action,1969,1,1,1969-01
7.8,0.0,1,Documentary,1969,1,1,1969-01
7.6375,0.0,8,Drama,1969,1,1,1969-01
6.9,0.0,1,Crime,1969,1,1,1969-01
7.05,0.0,2,Horror,1969,1,1,1969-01
6.5,0.0,1,Western,1969,1,1,1969-01
6.7,0.0,2,Comedy,1969,2,1,1969-02
6.985714285714286,11900.714285714286,7,Drama,1969,2,1,1969-02
6.3,0.0,1,Action,1969,2,1,1969-02
6.2,0.0,1,Thriller,1969,2,1,1969-02
8.0,0.0,1,Thriller,1969,3,1,1969-03
6.4,0.0,1,War,1969,3,1,1969-03
6.75,0.0,2,Adventure,1969,3,1,1969-03
7.300000000000001,0.0,2,Comedy,1969,3,1,1969-03
7.9,0.0,1,Action,1969,3,1,1969-03
7.0,0.0,2,Drama,1969,3,1,1969-03
7.0,0.0,1,Unknown,1969,4,1,1969-04
6.9,0.0,2,Drama,1969,4,1,1969-04
6.8,0.0,1,Adventure,1969,4,1,1969-04
7.033333333333334,14928351.0,3,Drama,1969,5,1,1969-05
8.0,0.0,1,Unknown,1969,5,1,1969-05
7.0,0.0,2,Adventure,1969,5,1,1969-05
6.4,0.0,1,Horror,1969,5,1,1969-05
6.5,0.0,1,Comedy,1969,5,1,1969-05
7.6,0.0,1,Comedy,1969,6,1,1969-06
6.2,0.0,1,Action,1969,6,1,1969-06
7.15,0.0,2,Animation,1969,6,1,1969-06
5.9,0.0,1,Science Fiction,1969,6,1,1969-06
6.7,0.0,1,Crime,1969,6,1,1969-06
7.3,14250000.0,1,Western,1969,6,1,1969-06
5.933333333333334,1.0,3,Drama,1969,6,1,1969-06
7.7,638641.0,1,Adventure,1969,6,1,1969-06
7.5,0.0,1,Drama,1969,7,1,1969-07
7.5,0.0,1,Action,1969,7,1,1969-07
6.6,0.0,1,Documentary,1969,7,1,1969-07
6.55,0.0,2,Comedy,1969,7,1,1969-07
7.0,0.0,2,Crime,1969,7,1,1969-07
7.550000000000001,0.0,2,Romance,1969,8,1,1969-08
7.2,0.0,2,Comedy,1969,8,1,1969-08
7.0,0.0,1,Mystery,1969,8,1,1969-08
7.0,0.0,1,Foreign,1969,8,1,1969-08
6.3,0.0,1,Science Fiction,1969,8,1,1969-08
6.1,0.0,1,History,1969,8,1,1969-08
7.25,0.0,2,Drama,1969,8,1,1969-08
6.5,10000000.0,3,Comedy,1969,9,1,1969-09
6.2,0.0,1,Crime,1969,9,1,1969-09
7.4,370883.0,2,War,1969,9,1,1969-09
7.550000000000001,0.0,4,Drama,1969,9,1,1969-09
6.7,0.0,1,Unknown,1969,9,1,1969-09
7.4,102308889.0,1,History,1969,9,1,1969-09
7.3,0.0,1,Documentary,1969,9,1,1969-09
6.75,0.0,2,Action,1969,9,1,1969-09
7.0625,3959847.25,8,Drama,1969,10,1,1969-10
6.6,0.0,1,Western,1969,10,1,1969-10
6.840000000000001,0.0,5,Drama,1969,11,1,1969-11
6.1,0.0,1,Crime,1969,11,1,1969-11
6.3,2000000.0,3,Action,1969,12,1,1969-12
6.6000000000000005,11069366.333333334,3,Comedy,1969,12,1,1969-12
6.5,81974493.0,1,Adventure,1969,12,1,1969-12
7.214285714285714,0.0,7,Drama,1969,12,1,1969-12
9.0,0.0,1,Documentary,1969,12,1,1969-12
6.7,0.0,1,Family,1969,12,1,1969-12
6.5,0.0,1,Western,1969,12,1,1969-12
7.2,0.0,2,Animation,1969,12,1,1969-12
7.1,0.0,1,Crime,1969,12,1,1969-12
6.933333333333334,0.0,3,Adventure,1970,1,1,1970-01
7.5,0.0,1,Mystery,1970,1,1,1970-01
6.9,6.25,4,Documentary,1970,1,1,1970-01
8.2,0.0,1,War,1970,1,1,1970-01
6.9,29548291.0,1,History,1970,1,1,1970-01
6.800000000000001,9066666.666666666,9,Comedy,1970,1,1,1970-01
6.8,0.0,1,Action,1970,1,1,1970-01
6.5,0.0,1,Unknown,1970,1,1,1970-01
7.05,14966666.666666666,6,Drama,1970,1,1,1970-01
6.2,0.0,1,Horror,1970,1,1,1970-01
6.7,0.0,1,Thriller,1970,2,1,1970-02
6.7,0.0,1,Crime,1970,2,1,1970-02
7.26,200000.0,5,Drama,1970,2,1,1970-02
6.75,0.0,2,Horror,1970,2,1,1970-02
6.5,0.0,1,Unknown,1970,3,1,1970-03
7.1000000000000005,0.0,6,Drama,1970,3,1,1970-03
6.9,0.0,1,Comedy,1970,3,1,1970-03
8.5,0.0,1,Crime,1970,3,1,1970-03
6.85,50244575.5,2,Action,1970,3,1,1970-03
7.1,34505110.0,1,History,1970,3,1,1970-03
7.1,0.0,1,Action,1970,4,1,1970-04
7.5,0.0,1,Thriller,1970,4,1,1970-04
7.166666666666667,0.0,3,Drama,1970,4,1,1970-04
6.1,0.0,1,Mystery,1970,4,1,1970-04
6.1,0.0,1,Crime,1970,4,1,1970-04
6.2,0.0,1,Horror,1970,4,1,1970-04
7.1,0.0,1,Science Fiction,1970,4,1,1970-04
7.159999999999999,2660000.0,5,Comedy,1970,5,1,1970-05
6.733333333333333,1666666.6666666667,3,Action,1970,5,1,1970-05
7.6,0.0,1,Documentary,1970,5,1,1970-05
6.2,18999718.0,1,Adventure,1970,5,1,1970-05
6.5,0.0,2,Drama,1970,5,1,1970-05
7.5,1.5,2,Crime,1970,5,1,1970-05
6.8,0.0,1,Romance,1970,5,1,1970-05
7.433333333333334,0.0,3,Drama,1970,6,1,1970-06
6.6,5050000.0,1,Western,1970,6,1,1970-06
6.9,0.0,1,Foreign,1970,6,1,1970-06
6.7,24911670.0,1,War,1970,6,1,1970-06
10.0,0.0,1,Crime,1970,6,1,1970-06
7.25,0.0,2,Horror,1970,6,1,1970-06
7.2,5200000.0,1,Adventure,1970,6,1,1970-06
6.7,0.0,1,Western,1970,7,1,1970-07
6.1,0.0,1,War,1970,7,1,1970-07
6.85,4829813.5,4,Drama,1970,7,1,1970-07
7.1,0.0,1,Unknown,1970,7,1,1970-07
7.1,0.0,1,Thriller,1970,7,1,1970-07
6.6,40000000.0,1,Comedy,1970,7,1,1970-07
7.025,0.0,4,Drama,1970,8,1,1970-08
7.2,0.0,1,Comedy,1970,8,1,1970-08
6.5,0.0,1,Thriller,1970,8,1,1970-08
6.7,0.0,2,Crime,1970,8,1,1970-08
6.85,0.0,2,Action,1970,8,1,1970-08
8.0,0.0,1,Unknown,1970,8,1,1970-08
6.4,0.0,2,Comedy,1970,9,1,1970-09
6.2,0.0,1,War,1970,9,1,1970-09
7.1,0.0,1,Mystery,1970,9,1,1970-09
6.449999999999999,0.0,2,Romance,1970,9,1,1970-09
7.1,0.0,8,Drama,1970,9,1,1970-09
6.9,0.0,1,Western,1970,9,1,1970-09
6.5,0.0,3,Action,1970,9,1,1970-09
7.0,0.0,1,Thriller,1970,9,1,1970-09
7.0,0.0,3,Comedy,1970,10,1,1970-10
7.15,0.0,2,Action,1970,10,1,1970-10
6.94,0.0,10,Drama,1970,10,1,1970-10
6.5,0.0,1,Thriller,1970,10,1,1970-10
7.7,0.0,1,Mystery,1970,10,1,1970-10
6.9,1500000.0,1,Adventure,1970,10,1,1970-10
7.1,3052000.0,1,History,1970,10,1,1970-10
6.9,0.0,1,Fantasy,1970,10,1,1970-10
6.5,0.0,1,Horror,1970,10,1,1970-10
6.5,0.0,1,Western,1970,11,1,1970-11
7.166666666666667,0.0,3,Comedy,1970,11,1,1970-11
7.8,0.0,1,Music,1970,11,1,1970-11
6.7,0.0,1,Family,1970,11,1,1970-11
6.65,0.0,2,Fantasy,1970,11,1,1970-11
7.2,0.0,1,Mystery,1970,11,1,1970-11
6.9,0.0,1,Action,1970,11,1,1970-11
6.6,0.0,1,Drama,1970,11,1,1970-11
6.7,0.0,1,Adventure,1970,11,1,1970-11
7.5,31559552.0,1,Adventure,1970,12,1,1970-12
8.3,0.0,1,Romance,1970,12,1,1970-12
6.1,0.0,1,Comedy,1970,12,1,1970-12
7.8,0.0,1,Documentary,1970,12,1,1970-12
6.35,0.0,2,Western,1970,12,1,1970-12
6.9,0.0,1,TV Movie,1970,12,1,1970-12
7.6,0.0,1,Music,1970,12,1,1970-12
7.3999999999999995,19485714.285714287,7,Drama,1970,12,1,1970-12
7.033333333333334,0.0,6,Action,1970,12,1,1970-12
7.85,0.0,2,Fantasy,1970,12,1,1970-12
7.1,55675257.0,1,Animation,1970,12,1,1970-12
6.6000000000000005,24088768.666666668,3,Action,1971,1,1,1971-01
6.9,0.0,1,Animation,1971,1,1,1971-01
7.6,0.0,1,Documentary,1971,1,1,1971-01
7.0,0.0,1,Western,1971,1,1,1971-01
6.449999999999999,0.0,2,Adventure,1971,1,1,1971-01
6.8,0.0,7,Drama,1971,1,1,1971-01
7.3,0.0,1,Crime,1971,1,1,1971-01
6.9,0.0,1,History,1971,1,1,1971-01
6.800000000000001,0.0,4,Horror,1971,1,1,1971-01
6.7,0.0,1,Thriller,1971,1,1,1971-01
7.159999999999999,0.0,5,Comedy,1971,1,1,1971-01
6.3,0.0,1,Thriller,1971,2,1,1971-02
6.875,2750000.0,4,Comedy,1971,2,1,1971-02
7.5,0.0,3,Horror,1971,2,1,1971-02
6.9,0.0,1,Crime,1971,2,1,1971-02
6.9,0.0,1,Animation,1971,2,1,1971-02
6.3,0.0,1,Action,1971,2,1,1971-02
6.62,487400.0,5,Drama,1971,3,1,1971-03
6.699999999999999,0.0,2,Crime,1971,3,1,1971-03
7.0,12376563.0,1,Science Fiction,1971,3,1,1971-03
6.8,0.0,1,Adventure,1971,3,1,1971-03
7.25,0.0,2,Comedy,1971,3,1,1971-03
6.7,0.0,1,Horror,1971,4,1,1971-04
6.8,0.0,1,Animation,1971,4,1,1971-04
