vote_average,revenue_average,count,genre,year,month,day,date
7.1,0.0,1,Mystery,2010,12,1,2010-12
7.45,0.0,2,Unknown,2010,12,1,2010-12
8.0,0.0,1,Animation,2011,1,1,2011-01
7.2,0.0,2,Horror,2011,1,1,2011-01
7.033333333333334,0.0,3,Unknown,2011,1,1,2011-01
7.6,0.0,2,Romance,2011,1,1,2011-01
6.890000000000001,90800.0,10,Drama,2011,1,1,2011-01
6.3,0.0,1,Adventure,2011,1,1,2011-01
7.381818181818182,20532.81818181818,11,Documentary,2011,1,1,2011-01
6.85,0.0,2,TV Movie,2011,1,1,2011-01
6.3,0.0,1,Thriller,2011,1,1,2011-01
6.425,36945110.0,4,Comedy,2011,1,1,2011-01
6.371428571428572,38211446.0,7,Action,2011,1,1,2011-01
6.3,0.0,1,Science Fiction,2011,1,1,2011-01
6.3,395210.5,2,Crime,2011,1,1,2011-01
6.5,97552050.0,1,Adventure,2011,2,1,2011-02
6.6,0.0,2,Animation,2011,2,1,2011-02
6.5,0.0,1,Foreign,2011,2,1,2011-02
6.3,107459203.5,2,Romance,2011,2,1,2011-02
6.3,0.0,1,Mystery,2011,2,1,2011-02
6.9,0.0,1,Thriller,2011,2,1,2011-02
7.333333333333333,0.0,3,Crime,2011,2,1,2011-02
6.2,0.0,1,Action,2011,2,1,2011-02
6.625,3837199.5,12,Comedy,2011,2,1,2011-02
6.84375,418689.3125,16,Drama,2011,2,1,2011-02
6.975,3656206.5,4,Documentary,2011,2,1,2011-02
6.5,127869379.0,1,Science Fiction,2011,3,1,2011-03
6.4,0.0,2,Romance,2011,3,1,2011-03
7.1,154591076.0,2,Thriller,2011,3,1,2011-03
7.075,0.0,4,Documentary,2011,3,1,2011-03
6.7,1188194.0,1,Action,2011,3,1,2011-03
6.3,72417394.0,1,Family,2011,3,1,2011-03
6.915000000000001,9295656.25,20,Drama,2011,3,1,2011-03
6.5,0.0,3,Horror,2011,3,1,2011-03
6.692857142857143,494862.0,14,Comedy,2011,3,1,2011-03
7.0,85412898.0,1,Crime,2011,3,1,2011-03
6.933333333333334,81908201.0,3,Animation,2011,3,1,2011-03
7.0,23544495.0,2,Family,2011,4,1,2011-04
7.75,0.0,2,Music,2011,4,1,2011-04
6.5,0.0,1,Thriller,2011,4,1,2011-04
6.511111111111111,38163095.0,9,Comedy,2011,4,1,2011-04
7.083333333333333,6057.416666666667,12,Drama,2011,4,1,2011-04
6.5,0.0,1,Foreign,2011,4,1,2011-04
6.4,48569343.0,2,Horror,2011,4,1,2011-04
6.866666666666667,166365253.33333334,3,Animation,2011,4,1,2011-04
6.3,0.0,1,History,2011,4,1,2011-04
6.1,0.0,1,Fantasy,2011,4,1,2011-04
6.4,237335809.0,2,Adventure,2011,4,1,2011-04
7.15,1971190.625,8,Documentary,2011,4,1,2011-04
6.5625,86252623.625,8,Action,2011,4,1,2011-04
6.966666666666667,12282113.333333334,21,Drama,2011,5,1,2011-05
6.316666666666666,42409331.0,6,Comedy,2011,5,1,2011-05
7.4,151119219.0,1,Fantasy,2011,5,1,2011-05
6.300000000000001,524406901.0,2,Adventure,2011,5,1,2011-05
6.85,332373.5,2,Documentary,2011,5,1,2011-05
6.5,0.0,1,Thriller,2011,5,1,2011-05
6.3,8452.0,1,Crime,2011,5,1,2011-05
6.6,89397201.5,4,Action,2011,5,1,2011-05
10.0,0.0,1,Unknown,2011,5,1,2011-05
6.1,0.0,1,TV Movie,2011,5,1,2011-05
6.8999999999999995,221897427.0,3,Animation,2011,5,1,2011-05
6.5,3168046.3333333335,3,Comedy,2011,6,1,2011-06
6.9,0.0,1,Animation,2011,6,1,2011-06
6.3,0.0,1,Foreign,2011,6,1,2011-06
6.4,73000.0,1,Fantasy,2011,6,1,2011-06
6.6,260095987.0,1,Thriller,2011,6,1,2011-06
7.0,0.0,1,Music,2011,6,1,2011-06
6.65,0.0,2,Romance,2011,6,1,2011-06
6.718181818181819,287770.54545454547,11,Drama,2011,6,1,2011-06
6.375,280936749.0,4,Action,2011,6,1,2011-06
7.1,0.0,1,Horror,2011,6,1,2011-06
7.2,316121.6,10,Documentary,2011,6,1,2011-06
7.3,0.0,1,Music,2011,7,1,2011-07
6.6,0.0,4,Documentary,2011,7,1,2011-07
6.9,7401480.0,1,Adventure,2011,7,1,2011-07
6.583333333333333,78188483.66666667,6,Action,2011,7,1,2011-07
7.5,0.0,1,Horror,2011,7,1,2011-07
7.7,0.0,1,Fantasy,2011,7,1,2011-07
7.550000000000001,671000000.0,2,Family,2011,7,1,2011-07
6.959999999999999,51999166.0,5,Comedy,2011,7,1,2011-07
6.2,0.0,1,Mystery,2011,7,1,2011-07
7.25,0.0,2,Animation,2011,7,1,2011-07
6.933333333333334,2234244.5833333335,12,Drama,2011,7,1,2011-07
6.1,0.0,1,Crime,2011,7,1,2011-07
6.5,150483765.0,1,Romance,2011,7,1,2011-07
6.4,0.0,2,Action,2011,8,1,2011-08
7.233333333333333,166186630.66666666,3,Thriller,2011,8,1,2011-08
7.08,3732647.6,5,Documentary,2011,8,1,2011-08
6.6,623528.0,1,Adventure,2011,8,1,2011-08
7.061904761904763,12242943.0,21,Drama,2011,8,1,2011-08
6.5,1571077.0,2,Mystery,2011,8,1,2011-08
6.766666666666667,0.0,3,Romance,2011,8,1,2011-08
6.7,19047392.2,5,Comedy,2011,8,1,2011-08
6.6,0.0,1,Animation,2011,8,1,2011-08
6.4,0.0,1,Family,2011,8,1,2011-08
6.35,0.0,4,Animation,2011,9,1,2011-09
8.0,0.0,1,Romance,2011,9,1,2011-09
7.2250000000000005,0.0,12,Documentary,2011,9,1,2011-09
6.75,0.0,2,Unknown,2011,9,1,2011-09
5.9,7173500.0,2,Horror,2011,9,1,2011-09
6.70625,14712181.25,16,Comedy,2011,9,1,2011-09
6.6,0.0,1,Mystery,2011,9,1,2011-09
6.68,3900807.8,5,Thriller,2011,9,1,2011-09
6.2,0.0,1,Music,2011,9,1,2011-09
6.7,1221689.6666666667,3,Crime,2011,9,1,2011-09
7.166666666666667,0.0,3,Adventure,2011,9,1,2011-09
6.725,11459622.403846154,52,Drama,2011,9,1,2011-09
6.814285714285715,55247974.28571428,7,Action,2011,9,1,2011-09
6.8,0.0,1,Foreign,2011,9,1,2011-09
6.414285714285714,39825625.0,7,Action,2011,10,1,2011-10
7.15,0.0,2,Music,2011,10,1,2011-10
6.805263157894737,5935295.0,19,Drama,2011,10,1,2011-10
6.6571428571428575,204041.57142857142,7,Comedy,2011,10,1,2011-10
6.3,0.0,1,Horror,2011,10,1,2011-10
6.7,0.0,2,Science Fiction,2011,10,1,2011-10
7.5,0.0,1,Romance,2011,10,1,2011-10
7.3,0.0,1,Animation,2011,10,1,2011-10
6.6,0.0,2,Thriller,2011,10,1,2011-10
6.433333333333334,123980023.66666667,3,Adventure,2011,10,1,2011-10
7.25,23850.083333333332,12,Documentary,2011,10,1,2011-10
7.3,0.0,1,Foreign,2011,10,1,2011-10
6.5,0.0,1,Mystery,2011,10,1,2011-10
7.733333333333333,0.0,3,Unknown,2011,10,1,2011-10
6.949999999999999,0.0,2,Family,2011,11,1,2011-11
6.7,0.0,1,Crime,2011,11,1,2011-11
7.2,0.0,2,Music,2011,11,1,2011-11
7.3,11229.0,1,Fantasy,2011,11,1,2011-11
6.4,10759.0,1,Action,2011,11,1,2011-11
6.8950000000000005,29336830.45,20,Drama,2011,11,1,2011-11
6.758333333333333,14302179.083333334,12,Comedy,2011,11,1,2011-11
7.3,0.0,1,Romance,2011,11,1,2011-11
7.0200000000000005,0.0,5,Animation,2011,11,1,2011-11
7.0249999999999995,0.0,12,Documentary,2011,11,1,2011-11
7.0,260192580.0,2,Adventure,2011,11,1,2011-11
6.9,1549657.0,2,Thriller,2011,11,1,2011-11
6.8999999999999995,0.0,4,War,2011,11,1,2011-11
6.9,0.0,2,Unknown,2011,12,1,2011-12
6.699999999999999,173678345.0,4,Action,2011,12,1,2011-12
7.0,0.0,1,Documentary,2011,12,1,2011-12
6.84375,28972316.6875,16,Drama,2011,12,1,2011-12
6.685714285714285,199116.57142857142,7,Comedy,2011,12,1,2011-12
6.2,114956699.0,1,History,2011,12,1,2011-12
6.5,0.0,1,Family,2011,12,1,2011-12
7.1,116308715.0,2,Thriller,2011,12,1,2011-12
6.8,0.0,1,Horror,2011,12,1,2011-12
6.6,0.0,1,Animation,2011,12,1,2011-12
6.4,0.0,1,Adventure,2011,12,1,2011-12
6.9,0.0,1,TV Movie,2011,12,1,2011-12
6.433333333333334,0.0,3,Horror,2012,1,1,2012-01
7.458333333333333,0.0,12,Documentary,2012,1,1,2012-01
7.1,0.0,1,Animation,2012,1,1,2012-01
6.5,0.0,1,Unknown,2012,1,1,2012-01
6.5,0.0,1,Thriller,2012,1,1,2012-01
6.65,0.0,2,TV Movie,2012,1,1,2012-01
7.5,0.0,1,Music,2012,1,1,2012-01
6.75,0.0,2,Crime,2012,1,1,2012-01
6.4,0.0,2,Family,2012,1,1,2012-01
6.916666666666667,0.0,12,Drama,2012,1,1,2012-01
6.6000000000000005,29024659.333333332,6,Action,2012,1,1,2012-01
6.916666666666667,1080660.5,6,Comedy,2012,1,1,2012-01
6.8,0.0,1,Romance,2012,1,1,2012-01
6.1,160112671.0,1,Fantasy,2012,1,1,2012-01
6.5,12359607.5,2,Adventure,2012,2,1,2012-02
9.0,0.0,1,Foreign,2012,2,1,2012-02
6.833333333333333,27090922.0,3,Action,2012,2,1,2012-02
6.720000000000001,19611457.0,10,Drama,2012,2,1,2012-02
6.35,0.0,2,Animation,2012,2,1,2012-02
6.65,72500000.0,2,Science Fiction,2012,2,1,2012-02
6.45,0.0,2,Crime,2012,2,1,2012-02
6.166666666666667,0.0,3,Comedy,2012,2,1,2012-02
7.15,0.0,2,Unknown,2012,2,1,2012-02
7.3,0.0,7,Documentary,2012,2,1,2012-02
6.533333333333334,0.0,3,Thriller,2012,2,1,2012-02
6.2,0.0,1,History,2012,2,1,2012-02
7.2,0.0,1,Foreign,2012,3,1,2012-03
6.8,77712439.0,1,Horror,2012,3,1,2012-03
6.4,0.0,1,Adventure,2012,3,1,2012-03
6.333333333333333,155726225.66666666,3,Animation,2012,3,1,2012-03
6.95,0.0,4,Comedy,2012,3,1,2012-03
6.4,0.0,1,TV Movie,2012,3,1,2012-03
7.0,0.0,1,Mystery,2012,3,1,2012-03
8.0,0.0,1,Romance,2012,3,1,2012-03
7.125,0.0,4,Documentary,2012,3,1,2012-03
6.844444444444445,4546363.666666667,9,Drama,2012,3,1,2012-03
7.5,0.0,2,Music,2012,3,1,2012-03
7.3,0.0,1,Crime,2012,3,1,2012-03
6.75,345605346.0,2,Science Fiction,2012,3,1,2012-03
6.525,121431283.0,4,Action,2012,3,1,2012-03
7.340000000000001,0.0,5,Unknown,2012,3,1,2012-03
6.24,3200000.0,5,Thriller,2012,3,1,2012-03
6.6,0.0,1,Action,2012,4,1,2012-04
6.4,0.0,1,Thriller,2012,4,1,2012-04
6.7625,42228966.625,8,Comedy,2012,4,1,2012-04
7.7,0.0,3,Unknown,2012,4,1,2012-04
6.333333333333333,22162570.666666668,3,Horror,2012,4,1,2012-04
6.85,0.0,8,Documentary,2012,4,1,2012-04
6.658333333333334,8281783.75,12,Drama,2012,4,1,2012-04
7.333333333333333,45624.5,6,Documentary,2012,5,1,2012-05
6.3,403170142.0,1,Science Fiction,2012,5,1,2012-05
6.911764705882353,2060518.9411764706,17,Drama,2012,5,1,2012-05
6.5,0.0,2,Music,2012,5,1,2012-05
6.3,0.0,1,Family,2012,5,1,2012-05
6.550000000000001,0.0,2,Thriller,2012,5,1,2012-05
6.525,0.0,4,Unknown,2012,5,1,2012-05
6.1,130000.0,1,Mystery,2012,5,1,2012-05
6.633333333333333,208008925.33333334,3,Action,2012,5,1,2012-05
7.5,0.0,1,Romance,2012,5,1,2012-05
6.775,17065791.5,4,Comedy,2012,5,1,2012-05
6.6,0.0,1,Crime,2012,5,1,2012-05
6.4,9622846.0,1,History,2012,6,1,2012-06
6.7,19450000.0,1,Romance,2012,6,1,2012-06
7.033333333333334,252105285.66666666,3,Action,2012,6,1,2012-06
6.62,432629852.6,5,Animation,2012,6,1,2012-06
7.090000000000001,3319637.5,10,Documentary,2012,6,1,2012-06
6.5,0.0,1,TV Movie,2012,6,1,2012-06
7.5,0.0,1,Music,2012,6,1,2012-06
6.483333333333333,93835399.33333333,6,Comedy,2012,6,1,2012-06
7.2,0.0,2,Unknown,2012,6,1,2012-06
6.6499999999999995,14842721.57142857,14,Drama,2012,6,1,2012-06
6.7,140470746.0,1,Music,2012,7,1,2012-07
6.7125,4032646.375,8,Drama,2012,7,1,2012-07
7.4,0.0,2,Animation,2012,7,1,2012-07
6.825,2995231.5,4,Comedy,2012,7,1,2012-07
7.025,292114699.5,4,Action,2012,7,1,2012-07
7.140000000000001,142908.8,5,Documentary,2012,7,1,2012-07
7.25,0.0,2,Unknown,2012,7,1,2012-07
7.4,17322136.0,1,Fantasy,2012,7,1,2012-07
6.7,0.0,1,Family,2012,7,1,2012-07
6.5,0.0,2,Thriller,2012,7,1,2012-07
7.15,53569699.5,2,Family,2012,8,1,2012-08
7.025,0.0,4,Unknown,2012,8,1,2012-08
7.271428571428571,63510.71428571428,7,Documentary,2012,8,1,2012-08
7.0,0.0,1,Adventure,2012,8,1,2012-08
6.8,3325038.0,1,Science Fiction,2012,8,1,2012-08
6.5,0.0,1,Animation,2012,8,1,2012-08
6.575,94544225.5,4,Action,2012,8,1,2012-08
6.1,0.0,1,TV Movie,2012,8,1,2012-08
6.2,0.0,3,Horror,2012,8,1,2012-08
6.575,21190044.75,4,Crime,2012,8,1,2012-08
6.528571428571429,221058.07142857142,14,Comedy,2012,8,1,2012-08
6.6,51854875.0,1,Fantasy,2012,8,1,2012-08
6.9,0.0,1,Thriller,2012,8,1,2012-08
6.7,1387651.0666666667,15,Drama,2012,8,1,2012-08
6.15,4216910.0,2,Romance,2012,9,1,2012-09
7.166666666666667,0.0,18,Documentary,2012,9,1,2012-09
6.5,1697294.0,1,Music,2012,9,1,2012-09
6.8076923076923075,12929795.461538462,13,Comedy,2012,9,1,2012-09
6.76,71675120.6,5,Animation,2012,9,1,2012-09
7.12,0.0,5,Unknown,2012,9,1,2012-09
6.6,0.0,1,Science Fiction,2012,9,1,2012-09
7.2,48126384.0,1,Crime,2012,9,1,2012-09
6.7,45560829.0,4,Thriller,2012,9,1,2012-09
6.759574468085106,7314409.319148936,47,Drama,2012,9,1,2012-09
6.8,77370174.66666667,6,Action,2012,9,1,2012-09
6.55,0.0,4,Unknown,2012,10,1,2012-10
7.8,0.0,2,Fantasy,2012,10,1,2012-10
7.766666666666667,0.0,3,Thriller,2012,10,1,2012-10
6.56,7057557.6,5,Animation,2012,10,1,2012-10
7.65,0.0,2,Music,2012,10,1,2012-10
6.9,0.0,1,Adventure,2012,10,1,2012-10
4.666666666666667,0.0,3,Romance,2012,10,1,2012-10
7.135714285714286,94890.5,14,Documentary,2012,10,1,2012-10
6.675,18897879.0,20,Drama,2012,10,1,2012-10
6.5375,209359.75,8,Comedy,2012,10,1,2012-10
7.0,0.0,1,Family,2012,10,1,2012-10
6.199999999999999,0.0,2,Horror,2012,10,1,2012-10
7.040000000000001,221712202.6,5,Action,2012,10,1,2012-10
6.4,0.0,1,Science Fiction,2012,10,1,2012-10
7.05,121734.25,4,Unknown,2012,11,1,2012-11
6.5,0.0,3,Romance,2012,11,1,2012-11
6.766666666666667,819706711.0,3,Adventure,2012,11,1,2012-11
7.7,30243972.5,2,Animation,2012,11,1,2012-11
6.95,3861.375,16,Comedy,2012,11,1,2012-11
6.5,0.0,3,Thriller,2012,11,1,2012-11
7.0,0.0,1,TV Movie,2012,11,1,2012-11
6.775,0.0,4,Action,2012,11,1,2012-11
7.0,235611444.5,2,Family,2012,11,1,2012-11
6.675,15445243.0,12,Drama,2012,11,1,2012-11
3.85,0.0,2,Crime,2012,11,1,2012-11
6.666666666666667,113698257.0,3,Fantasy,2012,11,1,2012-11
6.449999999999999,781273.0,2,Music,2012,11,1,2012-11
7.5874999999999995,0.0,8,Documentary,2012,11,1,2012-11
7.35,55650.0,2,Foreign,2012,11,1,2012-11
6.7,275293450.0,1,History,2012,11,1,2012-11
6.65,0.0,2,Mystery,2012,12,1,2012-12
6.3,218340595.0,1,Crime,2012,12,1,2012-12
6.65,0.0,2,Unknown,2012,12,1,2012-12
7.0,2027290.0,4,Animation,2012,12,1,2012-12
6.659999999999999,85073647.6,5,Drama,2012,12,1,2012-12
6.840000000000001,0.0,5,Documentary,2012,12,1,2012-12
6.5,0.0,2,Romance,2012,12,1,2012-12
6.7,0.0,2,Action,2012,12,1,2012-12
6.7,132820716.0,1,Thriller,2012,12,1,2012-12
7.766666666666667,0.0,3,Family,2012,12,1,2012-12
6.428571428571429,29714285.714285713,7,Comedy,2012,12,1,2012-12
6.1,0.0,1,TV Movie,2012,12,1,2012-12
6.2,131739216.5,2,Horror,2013,1,1,2013-01
6.85,28260486.5,4,Action,2013,1,1,2013-01
6.71875,2.75,16,Documentary,2013,1,1,2013-01
6.7,0.0,1,Animation,2013,1,1,2013-01
7.9,0.0,1,War,2013,1,1,2013-01
6.3,0.0,1,Foreign,2013,1,1,2013-01
7.1,0.0,2,Unknown,2013,1,1,2013-01
6.566666666666666,35076799.0,3,Crime,2013,1,1,2013-01
6.8,0.0,5,Comedy,2013,1,1,2013-01
6.1,0.0,1,Mystery,2013,1,1,2013-01
6.1,0.0,1,Romance,2013,1,1,2013-01
6.5,2310057.4615384615,13,Drama,2013,1,1,2013-01
7.25,0.0,4,Animation,2013,2,1,2013-02
6.6,5825.0,2,Action,2013,2,1,2013-02
7.1000000000000005,21124252.333333332,3,Thriller,2013,2,1,2013-02
6.959999999999999,6932.8,5,Documentary,2013,2,1,2013-02
7.6,0.0,2,Unknown,2013,2,1,2013-02
6.75,9000000.0,2,Crime,2013,2,1,2013-02
7.033333333333334,32534035.0,3,Romance,2013,2,1,2013-02
6.805882352941176,881768.5294117647,17,Drama,2013,2,1,2013-02
7.366666666666667,0.0,3,Comedy,2013,2,1,2013-02
6.1,25174316.0,1,Science Fiction,2013,2,1,2013-02
6.766666666666667,195059642.66666666,3,Adventure,2013,3,1,2013-03
6.68,4956220.8,5,Thriller,2013,3,1,2013-03
6.4,0.0,1,Western,2013,3,1,2013-03
6.5,16784334.0,3,Animation,2013,3,1,2013-03
6.816666666666666,2972183.1666666665,12,Drama,2013,3,1,2013-03
6.455555555555556,10094444.444444444,9,Comedy,2013,3,1,2013-03
10.0,0.0,1,Unknown,2013,3,1,2013-03
6.7,0.0,6,Documentary,2013,3,1,2013-03
6.9,270000.0,1,Fantasy,2013,3,1,2013-03
6.5,0.0,2,Mystery,2013,3,1,2013-03
6.6,0.0,1,Science Fiction,2013,3,1,2013-03
6.6,68572378.0,1,Crime,2013,3,1,2013-03
6.7,53675213.333333336,3,Action,2013,3,1,2013-03
6.2,0.0,1,Romance,2013,3,1,2013-03
6.4875,4956013.041666667,24,Drama,2013,4,1,2013-04
8.066666666666666,0.0,3,Unknown,2013,4,1,2013-04
6.5625,4154.0,8,Comedy,2013,4,1,2013-04
6.65,0.0,2,Science Fiction,2013,4,1,2013-04
7.0,0.0,1,TV Movie,2013,4,1,2013-04
6.6,0.0,1,Mystery,2013,4,1,2013-04
7.3533333333333335,0.0,15,Documentary,2013,4,1,2013-04
6.3,43087645.5,2,Thriller,2013,4,1,2013-04
6.6,300321713.2,5,Action,2013,4,1,2013-04
6.766666666666667,42392156.333333336,3,Romance,2013,4,1,2013-04
6.4,97542952.0,1,Horror,2013,4,1,2013-04
6.533333333333334,100340.33333333333,6,Documentary,2013,5,1,2013-05
6.533333333333334,0.0,3,Crime,2013,5,1,2013-05
6.7,15333333.333333334,3,Romance,2013,5,1,2013-05
6.8,8213506.529411765,17,Drama,2013,5,1,2013-05
7.025,6110227.75,4,Comedy,2013,5,1,2013-05
6.88,54268480.2,5,Animation,2013,5,1,2013-05
7.05,29424723.5,4,Thriller,2013,5,1,2013-05
6.6,314127796.0,4,Action,2013,5,1,2013-05
7.35,0.0,2,Unknown,2013,5,1,2013-05
6.614285714285714,240684679.57142857,7,Action,2013,6,1,2013-06
6.2,0.0,1,Science Fiction,2013,6,1,2013-06
7.1,0.0,1,Music,2013,6,1,2013-06
6.2,0.0,1,Thriller,2013,6,1,2013-06
6.607692307692308,1384615.3846153845,13,Drama,2013,6,1,2013-06
7.025,428580373.0,4,Animation,2013,6,1,2013-06
7.209999999999999,206343.7,10,Documentary,2013,6,1,2013-06
6.3999999999999995,0.0,3,Crime,2013,6,1,2013-06
6.857142857142857,9599807.42857143,7,Comedy,2013,6,1,2013-06
6.7,0.0,2,Horror,2013,6,1,2013-06
6.628571428571428,126249082.71428572,7,Action,2013,7,1,2013-07
7.5,0.0,1,Unknown,2013,7,1,2013-07
6.199999999999999,515621.5,2,Crime,2013,7,1,2013-07
6.529999999999999,2153526.4,10,Drama,2013,7,1,2013-07
7.919999999999999,0.0,5,Documentary,2013,7,1,2013-07
7.06,80100616.6,5,Animation,2013,7,1,2013-07
6.1,5496951.0,1,Thriller,2013,7,1,2013-07
6.199999999999999,0.0,2,Family,2013,7,1,2013-07
7.4,318000141.0,1,Horror,2013,7,1,2013-07
7.3,25000000.0,1,History,2013,7,1,2013-07
6.6,0.0,1,Music,2013,7,1,2013-07
6.609090909090909,26444874.09090909,11,Comedy,2013,7,1,2013-07
7.3,0.0,1,Fantasy,2013,7,1,2013-07
7.263636363636365,0.0,11,Documentary,2013,8,1,2013-08
6.800000000000001,3250000.0,2,Thriller,2013,8,1,2013-08
6.771428571428571,26712294.42857143,14,Comedy,2013,8,1,2013-08
7.1,0.0,1,Family,2013,8,1,2013-08
7.073333333333333,7834812.4,15,Drama,2013,8,1,2013-08
6.3,0.0,1,TV Movie,2013,8,1,2013-08
6.640000000000001,61852948.8,5,Action,2013,8,1,2013-08
7.1,0.0,1,History,2013,8,1,2013-08
6.3,0.0,2,Fantasy,2013,8,1,2013-08
6.675,15501198.25,4,Romance,2013,8,1,2013-08
6.7,61.0,2,Music,2013,8,1,2013-08
6.550000000000001,143070350.0,2,Science Fiction,2013,8,1,2013-08
6.7,0.0,2,Crime,2013,8,1,2013-08
7.3,0.0,1,History,2013,9,1,2013-09
7.172000000000001,26528.68,25,Documentary,2013,9,1,2013-09
6.35,11009527.75,4,Horror,2013,9,1,2013-09
7.133333333333333,0.0,3,Action,2013,9,1,2013-09
6.7,0.0,1,Family,2013,9,1,2013-09
6.7,7972967.0,1,Music,2013,9,1,2013-09
6.449999999999999,0.0,2,Romance,2013,9,1,2013-09
6.779999999999999,9201697.8,5,Crime,2013,9,1,2013-09
7.05,25654.25,4,Thriller,2013,9,1,2013-09
7.3,0.0,1,TV Movie,2013,9,1,2013-09
6.75,407365000.0,2,Science Fiction,2013,9,1,2013-09
6.779999999999999,9989999.0,10,Comedy,2013,9,1,2013-09
6.884375,7989586.875,32,Drama,2013,9,1,2013-09
6.550000000000001,66380480.75,4,Animation,2013,9,1,2013-09
6.45,0.0,2,Unknown,2013,9,1,2013-09
6.733333333333333,400000.0,3,Thriller,2013,10,1,2013-10
6.65,0.0,2,Family,2013,10,1,2013-10
7.340000000000001,0.0,5,Animation,2013,10,1,2013-10
6.914285714285714,124085033.28571428,7,Action,2013,10,1,2013-10
6.645454545454545,17071968.545454547,11,Comedy,2013,10,1,2013-10
4.6,0.0,1,Horror,2013,10,1,2013-10
6.725,2541423.5,4,Romance,2013,10,1,2013-10
6.8,170000.0,1,Fantasy,2013,10,1,2013-10
7.206451612903226,7638325.935483871,31,Drama,2013,10,1,2013-10
8.0,0.0,1,Foreign,2013,10,1,2013-10
7.4,0.0,1,War,2013,10,1,2013-10
7.264285714285714,0.0,14,Documentary,2013,10,1,2013-10
6.2,0.0,1,Crime,2013,10,1,2013-10
6.6,0.0,1,Music,2013,10,1,2013-10
9.1,0.0,2,History,2013,10,1,2013-10
7.3,12947880.0,1,Mystery,2013,10,1,2013-10
6.7,9494789.0,1,Adventure,2013,10,1,2013-10
6.6,125537191.0,1,Science Fiction,2013,10,1,2013-10
7.0,0.0,1,Foreign,2013,11,1,2013-11
6.633333333333333,14352966.0,3,Action,2013,11,1,2013-11
6.466666666666666,0.0,3,Family,2013,11,1,2013-11
7.0,0.0,1,Unknown,2013,11,1,2013-11
7.2,0.0,2,Romance,2013,11,1,2013-11
6.925,13044761.75,16,Drama,2013,11,1,2013-11
7.1,0.0,1,Crime,2013,11,1,2013-11
7.422222222222222,6020692.444444444,9,Animation,2013,11,1,2013-11
6.6,0.0,1,Thriller,2013,11,1,2013-11
6.800000000000001,423711726.0,2,Adventure,2013,11,1,2013-11
6.95625,11510610.9375,16,Comedy,2013,11,1,2013-11
7.1066666666666665,0.0,15,Documentary,2013,11,1,2013-11
6.15,0.0,2,Horror,2013,11,1,2013-11
7.0,0.0,1,History,2013,12,1,2013-12
6.69,8166024.1,10,Comedy,2013,12,1,2013-12
7.1,253921059.25,4,Adventure,2013,12,1,2013-12
6.4,18315000.0,1,Animation,2013,12,1,2013-12
6.85,0.0,2,Horror,2013,12,1,2013-12
4.433333333333334,0.0,3,Family,2013,12,1,2013-12
8.0,202000347.0,2,Crime,2013,12,1,2013-12
7.1,0.0,1,Fantasy,2013,12,1,2013-12
7.15,74647800.5,2,Action,2013,12,1,2013-12
7.01,0.0,10,Documentary,2013,12,1,2013-12
6.6,9398363.0,2,Thriller,2013,12,1,2013-12
6.89375,20207526.8125,16,Drama,2013,12,1,2013-12
7.9,47351251.0,1,Romance,2013,12,1,2013-12
6.8,84500000.0,1,War,2013,12,1,2013-12
7.0,0.0,1,Family,2014,1,1,2014-01
6.95,197500.0,2,Horror,2014,1,1,2014-01
8.7,0.0,1,Music,2014,1,1,2014-01
7.0,0.0,2,Adventure,2014,1,1,2014-01
6.3,0.0,1,War,2014,1,1,2014-01
7.0,0.0,1,Animation,2014,1,1,2014-01
6.883333333333334,2093008.111111111,18,Drama,2014,1,1,2014-01
6.659999999999999,2747973.7,10,Comedy,2014,1,1,2014-01
6.4,0.0,1,Unknown,2014,1,1,2014-01
6.475,94201854.75,4,Action,2014,1,1,2014-01
8.033333333333333,0.0,6,Romance,2014,1,1,2014-01
7.2,0.0,1,Thriller,2014,1,1,2014-01
6.8,0.0,1,Mystery,2014,1,1,2014-01
6.199999999999999,0.0,2,Crime,2014,1,1,2014-01
7.173333333333333,0.0,15,Documentary,2014,1,1,2014-01
7.9,0.0,2,Unknown,2014,2,1,2014-02
6.9,0.0,1,Music,2014,2,1,2014-02
6.892307692307692,25050050.230769232,13,Comedy,2014,2,1,2014-02
6.55,0.0,2,Thriller,2014,2,1,2014-02
7.4,0.0,1,Mystery,2014,2,1,2014-02
6.65,0.0,4,Documentary,2014,2,1,2014-02
6.1,0.0,1,Action,2014,2,1,2014-02
7.0,0.0,1,History,2014,2,1,2014-02
7.1,0.0,1,Western,2014,2,1,2014-02
7.191666666666666,188518.58333333334,12,Drama,2014,2,1,2014-02
7.5,469160692.0,1,Adventure,2014,2,1,2014-02
7.35,0.0,2,TV Movie,2014,2,1,2014-02
6.7,0.0,3,Crime,2014,2,1,2014-02
6.733333333333333,99455918.33333333,3,Animation,2014,2,1,2014-02
6.7,18736.5,2,Horror,2014,2,1,2014-02
6.3,0.0,1,War,2014,3,1,2014-03
7.2,0.0,1,Fantasy,2014,3,1,2014-03
6.6000000000000005,68969.66666666667,3,Crime,2014,3,1,2014-03
6.8428571428571425,179750209.7142857,7,Action,2014,3,1,2014-03
6.8,0.0,1,Music,2014,3,1,2014-03
6.666666666666667,0.0,3,Thriller,2014,3,1,2014-03
8.2,0.0,1,Mystery,2014,3,1,2014-03
